Date,AAPL,BAC,COP,COST,CVX,EWA,EWC,GOOGL,GS,JNJ,JPM,KO,MCD,META,MRK,MS,MSFT,NVDA,PEP,PFE,QQQ,SLB,SPY,UNH,WMT,XOM
2022-06-29,136.37249755859375,28.627246856689453,78.84957122802734,447.3774719238281,123.96162414550781,18.66995620727539,31.351133346557617,110.64860534667969,273.3426818847656,156.92889404296875,103.73131561279297,55.756690979003906,224.19215393066406,162.51287841796875,81.9991455078125,68.1903076171875,251.33705139160156,15.49897289276123,144.6714324951172,40.06466293334961,276.9550476074219,32.754093170166016,360.5315856933594,478.7064208984375,38.617950439453125,76.55363464355469
2022-06-30,133.91395568847656,27.971317291259766,77.42707824707031,456.3661193847656,122.10614013671875,18.461156845092773,31.06519889831543,107.9359130859375,267.7005920410156,157.3899688720703,101.31120300292969,55.916690826416016,223.4138946533203,159.84629821777344,80.8114013671875,66.33271026611328,248.02462768554688,15.117032051086426,144.6106719970703,41.23656463623047,273.5198974609375,32.37386703491211,357.6025695800781,476.77569580078125,38.5102653503418,74.3991470336914
2022-07-01,136.07862854003906,28.35768699645996,78.43576049804688,462.53631591796875,123.56521606445312,18.348060607910156,31.397247314453125,107.71253967285156,269.6923828125,159.1721649169922,102.60673522949219,57.22327423095703,228.91598510742188,158.63693237304688,81.91938018798828,66.9344711303711,250.68035888671875,14.482791900634766,146.97952270507812,41.14218521118164,275.3253479003906,32.27428436279297,361.3847351074219,480.2752380371094,38.842857360839844,76.05844116210938
2022-07-05,138.65464782714844,28.070159912109375,72.96993255615234,464.91680908203125,120.31816864013672,18.113161087036133,30.622459411621094,112.19539642333984,267.86285400390625,157.94854736328125,102.2164535522461,56.24555587768555,228.30966186523438,166.72589111328125,82.11437225341797,66.3763198852539,253.83822631835938,14.92257022857666,146.6497802734375,40.61521911621094,280.0387268066406,30.173961639404297,362.0672607421875,468.9876708984375,39.355979919433594,73.67807006835938
2022-07-06,139.9866943359375,27.836538314819336,71.84915924072266,469.09686279296875,118.73258209228516,18.24365997314453,30.456436157226562,113.4920425415039,264.762451171875,158.0904083251953,101.55389404296875,56.361114501953125,227.55859375,168.29212951660156,82.54869079589844,65.80072021484375,257.0830383300781,15.08811092376709,148.1161651611328,41.488243103027344,281.83447265625,29.63077735900879,363.29010009765625,478.3165588378906,39.63471603393555,72.34890747070312
2022-07-07,143.3463134765625,28.627246856689453,74.44413757324219,471.2869873046875,121.04349517822266,18.626455307006836,31.138980865478516,117.66334533691406,269.1246032714844,158.26773071289062,104.12245178222656,55.916690826416016,228.8979034423828,170.69107055664062,82.44234466552734,67.14378356933594,259.1980285644531,15.814095497131348,147.82115173339844,42.01520538330078,287.8654479980469,31.12453842163086,368.7311706542969,477.4718933105469,39.694908142089844,74.65977478027344
2022-07-08,144.02215576171875,28.564353942871094,74.53895568847656,477.5619201660156,120.41094970703125,18.54815673828125,31.129762649536133,118.22846221923828,267.2049560546875,158.07273864746094,103.79570007324219,56.121124267578125,229.1693878173828,169.39247131347656,82.23844909667969,66.91704559326172,258.4833068847656,15.79415225982666,149.14007568359375,41.818580627441406,288.2265319824219,31.070215225219727,368.4278564453125,481.4168395996094,39.720237731933594,74.78138732910156
2022-07-11,141.89669799804688,28.26783561706543,73.75442504882812,475.0481262207031,119.3482437133789,18.052265167236328,30.687026977539062,114.58613586425781,264.23968505859375,158.13475036621094,102.43428802490234,55.94335174560547,229.20559692382812,161.46212768554688,83.58576202392578,66.12342071533203,255.44137573242188,15.1100492477417,147.91661071777344,41.598358154296875,282.0686340332031,30.210180282592773,364.21905517578125,479.8575744628906,39.73607635498047,74.3991470336914
2022-07-12,142.8663787841797,28.1779842376709,71.94398498535156,467.11639404296875,117.16388702392578,18.13055992126465,30.437986373901367,112.94575500488281,263.6537780761719,155.91812133789062,102.53412628173828,55.703372955322266,227.57662963867188,161.8487091064453,82.96529388427734,66.22805786132812,244.97299194335938,15.040243148803711,147.07493591308594,40.92982482910156,279.3362121582031,29.63077735900879,360.99603271484375,477.509033203125,39.61570358276367,73.40877532958984
2022-07-13,142.5039825439453,27.710750579833984,71.65087127685547,468.68743896484375,116.37952423095703,18.156660079956055,30.44721031188965,110.30387115478516,261.50872802734375,155.5546112060547,101.57203674316406,55.445613861083984,228.653564453125,162.06680297851562,83.1159896850586,65.39083862304688,244.05555725097656,15.122015953063965,147.59555053710938,40.73319625854492,278.76043701171875,29.23244285583496,359.1002502441406,465.2746276855469,39.71073913574219,73.70413970947266
2022-07-14,145.4228057861328,27.07278823852539,70.3576889038086,487.4647216796875,114.65056610107422,17.97396469116211,29.561744689941406,109.32717895507812,253.79373168945312,155.76739501953125,98.02323913574219,55.26783752441406,228.5902099609375,156.67416381835938,83.2134780883789,65.137939453125,245.368896484375,15.329439163208008,148.359130859375,40.41859436035156,279.75579833984375,28.363346099853516,358.2281799316406,466.3792724609375,40.48677444458008,72.22728729248047
2022-07-15,147.08790588378906,28.977676391601562,71.46118927001953,497.9482116699219,116.09275817871094,18.330657958984375,29.875350952148438,110.723876953125,264.861572265625,158.0283203125,102.5159683227539,55.55226516723633,230.77110290527344,163.26625061035156,84.17076110839844,68.06822204589844,247.9184112548828,15.718361854553223,148.48060607910156,40.70173263549805,284.83038330078125,29.241497039794922,365.07220458984375,491.739013671875,40.8827018737793,73.44353485107422
2022-07-18,144.05154418945312,28.986661911010742,73.34061431884766,491.6162109375,117.72052764892578,18.321958541870117,30.33652687072754,108.00227355957031,271.5220947265625,154.48171997070312,101.46312713623047,54.796756744384766,228.42733764648438,165.77423095703125,81.84845733642578,68.77462768554688,245.5330810546875,16.05642318725586,145.9990234375,39.91523742675781,282.419921875,29.992902755737305,362.0577697753906,482.1038818359375,40.787689208984375,74.79875946044922
2022-07-19,147.90090942382812,29.966060638427734,76.28044891357422,495.35833740234375,121.96281433105469,18.7569522857666,31.138980865478516,112.73722839355469,286.6546630859375,152.22964477539062,103.97721862792969,55.57892990112305,232.11953735351562,174.24981689453125,81.86619567871094,71.20780944824219,250.63209533691406,16.944955825805664,147.5608367919922,40.40285873413086,291.1053466796875,30.97968864440918,371.8403015136719,495.1735534667969,41.03791046142578,76.68394470214844
2022-07-20,149.89901733398438,29.975051879882812,78.20298767089844,499.13861083984375,123.57367706298828,18.748254776000977,31.258892059326172,112.82637786865234,289.7191162109375,151.36070251464844,103.95909881591797,54.66342544555664,230.38201904296875,181.49620056152344,79.46407318115234,71.34735870361328,253.278076171875,17.75769805908203,145.9990234375,39.970279693603516,295.7212219238281,30.90726089477539,374.2100524902344,482.19659423828125,41.38001251220703,77.52661895751953
2022-07-21,152.16165161132812,30.235628128051758,76.66840362548828,504.1471252441406,122.6290512084961,18.922252655029297,31.323457717895508,113.26223754882812,294.306640625,151.89271545410156,104.66703033447266,54.538997650146484,229.37753295898438,181.57550048828125,79.89840698242188,72.40259552001953,255.75999450683594,18.000024795532227,146.21591186523438,40.20623016357422,299.96630859375,30.445556640625,378.02081298828125,484.97210693359375,41.98500061035156,76.23219299316406
2022-07-22,150.927490234375,30.037944793701172,75.97871398925781,504.3946228027344,121.60855865478516,18.922252655029297,31.111316680908203,106.88294982910156,291.95428466796875,152.6109161376953,104.15876007080078,54.743431091308594,229.84808349609375,167.79649353027344,79.87184143066406,71.88806915283203,251.43356323242188,17.27105140686035,147.17039489746094,40.29275894165039,294.70635986328125,31.74919891357422,374.51348876953125,483.99749755859375,41.877288818359375,75.65013122558594
